ano,muestreo,departamento,estacion,coduer,sustrato,latitud,longitud,ca_cla,ca_cte,ca_cot,ca_hdd,ca_no3,ca_od,ca_ph,ca_po4,ca_sst,eval_cla,eval_cte,eval_cot,eval_hdd,eval_no3,eval_od,eval_ph,eval_sst,eval_po4,cot,cla,cte,hdd,no3,od,ph,po4,sst,icam,icam_calificacion,num_variables,confianza
2019,2019--2,CAUCA,Antiguo Muelle,P19003003,Agua Marina,2.9615,-78.171917,98.09,,,,,79.59,24.08,,84.99,OPTIMA,,,,,ADECUADA,PESIMA,ADECUADA,,,0.23,,,,6.16,6.02,,12,-1,NO REPORTADO,3,0.4
2019,2019--2,CAUCA,Bocana Timbiqui,P19002013,Agua Estuarina,2.78425,-77.7441111,96.55,,,,,,,,,OPTIMA,,,,,,,,,,1.6,,,,,,,,-1,NO REPORTADO,1,0.12
2019,2019--1,CAUCA,F. Guajui,P19002006,Agua Estuarina,2.769155,-77.851463,93.02,83.89,,,,81.08,98.13,55.39,94.02,OPTIMA,ADECUADA,,,,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,2.63,480,-1,-1,6.5,8.13,5.35,10.4,82.74,ADECUADA,6,0.78
2019,2019--2,CAUCA,F. Guajui,P19002006,Agua Estuarina,2.769155,-77.851463,97.96,,,,,98.85,98.17,,94.2,OPTIMA,,,,,OPTIMA,OPTIMA,OPTIMA,,,1.2,,,,7.88,8.14,,10,-1,NO REPORTADO,4,0.52
2019,2019--1,CAUCA,F. Guapi boya,P19002007,Agua Estuarina,2.748583,-77.956833,92.92,89.69,,,,87.43,98,,96.93,OPTIMA,ADECUADA,,,,ADECUADA,OPTIMA,OPTIMA,,,2.66,220,-1,-1,6.88,8.1,-1,4.05,-1,NO REPORTADO,5,0.66
2019,2019--2,CAUCA,F. Guapi boya,P19002007,Agua Estuarina,2.748583,-77.956833,100,,,,,97.24,98.34,,,OPTIMA,,,,,OPTIMA,OPTIMA,,,,0.13,,-1,,7.62,8.19,,-1,-1,NO REPORTADO,3,0.39
2019,2019--1,CAUCA,F. Micay,P19001003,Agua Estuarina,3.055984,-77.739014,98.78,,,,89.65,84.96,98.17,50.97,97.69,OPTIMA,,,,ADECUADA,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,0.97,,-1,2.6,6.73,8.14,2.58,2.43,84.46,ADECUADA,6,0.73
2019,2019--2,CAUCA,F. Micay,P19001003,Agua Estuarina,3.055984,-77.739014,100,,,,,98.01,98.66,,87.56,OPTIMA,,,,,OPTIMA,OPTIMA,ADECUADA,,,0.45,,-1,,7.72,8.37,,25.4,-1,NO REPORTADO,4,0.52
2019,2019--1,CAUCA,F. Saija,P19001004,Agua Estuarina,2.893639,-77.812472,94.61,,,98.8,,82.95,98,54.78,97.08,OPTIMA,,,OPTIMA,,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,2.16,,0.12,-1,6.61,8.1,4.98,3.72,-1,NO REPORTADO,5,0.64
2019,2019--2,CAUCA,F. Saija,P19001004,Agua Estuarina,2.893639,-77.812472,97.5,,,,,98.69,98,,93.57,OPTIMA,,,,,OPTIMA,OPTIMA,OPTIMA,,,1.33,,-1,,7.84,8.1,,11.4,-1,NO REPORTADO,4,0.52
2019,2019--1,CAUCA,F. Timbiqui,P19002008,Agua Estuarina,2.828417,-77.846639,95.27,35.16,,98.89,,81.93,98.05,53.42,97.11,OPTIMA,INADECUADA,,OPTIMA,,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,1.97,3500,0.11,-1,6.55,8.11,4.14,3.67,71.17,ADECUADA,6,0.78
2019,2019--2,CAUCA,F. Timbiqui,P19002008,Agua Estuarina,2.828417,-77.846639,95.61,,,99.07,,98.33,98.34,,92.54,OPTIMA,,,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,,,1.87,,0.092,,7.77,8.19,,13.7,-1,NO REPORTADO,4,0.52
2019,2019--1,CAUCA,Gorgonilla,P19003004,Agua Marina,2.932528,-78.21516700000001,98.09,,,,91.18,86.37,87.32,96.9,85.37,OPTIMA,,,,OPTIMA,ADECUADA,ADECUADA,ADECUADA,OPTIMA,,0.23,,-1,4.05,6.69,8.21,4.01,11.6,-1,NO REPORTADO,5,0.61
2019,2019--2,CAUCA,Gorgonilla,P19003004,Agua Marina,2.932528,-78.21516700000001,99.76,,,,,78.09,64.81,,82.69,OPTIMA,,,,,ADECUADA,ACEPTABLE,ADECUADA,,,0.12,,,,6.05,6.87,,14.5,-1,NO REPORTADO,3,0.4
2019,2019--1,CAUCA,Horno Gorgona,P19003001,Agua Marina,3.008222,-78.168194,99.15,,,,,86.49,87.32,,88.55,OPTIMA,,,,,ADECUADA,ADECUADA,ADECUADA,,,0.17,,-1,-1,6.7,8.21,-1,8.36,-1,NO REPORTADO,3,0.4
2019,2019--2,CAUCA,Horno Gorgona,P19003001,Agua Marina,3.008222,-78.168194,96.71,,,,,86.61,93.82,,,OPTIMA,,,,,ADECUADA,OPTIMA,,,,0.29,,,,6.71,7.58,,-1,-1,NO REPORTADO,2,0.28
2019,2019--1,CAUCA,P. Blanca,P19003002,Agua Marina,2.9445,-78.189194,98.48,,,,,86.97,87.32,96.87,97.19,OPTIMA,,,,,ADECUADA,ADECUADA,OPTIMA,OPTIMA,,0.21,,-1,-1,6.74,8.21,4.04,1.09,-1,NO REPORTADO,4,0.52
2019,2019--2,CAUCA,P. Blanca,P19003002,Agua Marina,2.9445,-78.189194,99.15,,,98.1,,72.12,56.69,,85.37,OPTIMA,,,OPTIMA,,ADECUADA,ACEPTABLE,ADECUADA,,,0.17,,0.19,,5.63,6.72,,11.6,-1,NO REPORTADO,4,0.52
2019,2019--1,CAUCA,Vertimiento Gorgona,P19003005,Agua Marina,2.968083,-78.171917,,62.98,,,,86.25,87.32,97.49,96.75,,ACEPTABLE,,,,ADECUADA,ADECUADA,OPTIMA,OPTIMA,,-1,140,-1,-1,6.68,8.21,3.39,1.37,-1,NO REPORTADO,5,0.66
2019,2019--2,CAUCA,Vertimiento Gorgona,P19003005,Agua Marina,2.968083,-78.171917,96.71,,,97.91,,70.95,43.07,,81.18,OPTIMA,,,OPTIMA,,ADECUADA,INADECUADA,ADECUADA,,,0.29,,0.21,,5.55,6.46,,16.2,-1,NO REPORTADO,4,0.52
2019,2019--1,CHOCO,Bahia Solano,P27002004,Agua Estuarina,6.232,-77.41169400000001,98.31,62.66,,97.01,33.29,97.15,98.47,98.31,94.2,OPTIMA,ACEPTABLE,,OPTIMA,INADECUADA,OPTIMA,OPTIMA,OPTIMA,OPTIMA,,1.1,1600,0.3,80.7,7.61,8.24,36.5,10,81.07,ADECUADA,7,0.87
2019,2019--1,CHOCO,Ensenada de Utría,P27002016,Agua Marina,6.000972,-77.35088900000001,85.74,34.31,,89.88,,86.37,88.42,,89.74,ADECUADA,INADECUADA,,ADECUADA,,ADECUADA,ADECUADA,ADECUADA,,,0.61,540,1.01,-1,6.69,8.18,-1,7.21,-1,NO REPORTADO,5,0.66
2019,2019--1,CHOCO,Estero Tribugá,P27002013,Agua Estuarina,5.771583,-77.24775,,49.35,,98.7,97.18,55.61,83.03,,92.5,,INADECUADA,,OPTIMA,OPTIMA,ACEPTABLE,ADECUADA,OPTIMA,,,,2400,0.13,7.2,4.83,7.47,-1,13.8,-1,NO REPORTADO,5,0.63
2019,2019--1,CHOCO,F. Bahia Solano,P27002011,Agua Marina,6.251301,-77.41171299999999,87.33,97.02,,98.3,,89.38,85.73,,89.29,ADECUADA,OPTIMA,,OPTIMA,,ADECUADA,ADECUADA,ADECUADA,,,0.57,11,0.17,-1,6.95,8.25,-1,7.64,-1,NO REPORTADO,5,0.66
2019,2019--1,CHOCO,F. Nuqui,P27002007,Agua Estuarina,5.716583,-77.275778,90.38,50.89,,98.5,30.85,87.43,98.17,61.04,65.29,OPTIMA,ACEPTABLE,,OPTIMA,INADECUADA,ADECUADA,OPTIMA,ACEPTABLE,ACEPTABLE,,3.43,2300,0.15,100,6.88,8.14,8.7,93.1,66.82,ACEPTABLE,7,0.87
2019,2019--1,CHOCO,F. valle,P27002005,Agua Estuarina,6.097222,-77.431361,,21.35,,99.23,55.95,88.87,98.17,59.26,91.8,,PESIMA,,OPTIMA,ACEPTABLE,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,,5400,0.076,25.3,6.97,8.14,7.66,15.4,61.61,ACEPTABLE,6,0.75
2019,2019--1,CHOCO,Jurubidá estero,P27002020,Agua Estuarina,5.844444,-77.276528,100,14.58,,98.5,34.47,96.59,85.87,72.94,91.27,OPTIMA,PESIMA,,OPTIMA,INADECUADA,OPTIMA,ADECUADA,OPTIMA,ADECUADA,,0.53,7900,0.15,73.3,7.55,7.53,15.4,16.6,60.48,ACEPTABLE,7,0.87
2019,2019--1,CHOCO,P. Almejal,P27002017,Agua Marina,6.118247,-77.441394,92.49,10.05,,98.2,88.54,97.53,87.32,98.1,85.56,OPTIMA,PESIMA,,OPTIMA,ADECUADA,OPTIMA,ADECUADA,ADECUADA,OPTIMA,,0.43,2200,0.18,2.52,7.83,8.21,2.73,11.4,64.9,ACEPTABLE,7,0.87
2019,2019--1,CHOCO,P. Huina,P27002018,Agua Marina,6.27125,-77.453556,99.76,34.31,,98.4,,88.02,86.14,97.28,88.55,OPTIMA,INADECUADA,,OPTIMA,,ADECUADA,ADECUADA,ADECUADA,OPTIMA,,0.12,540,0.16,-1,6.83,8.24,3.61,8.36,76.6,ADECUADA,6,0.78
2019,2019--1,CHOCO,P. Jurubida,P27002015,Agua Estuarina,5.841556,-77.279889,98.99,21.35,,98.4,61.26,87.59,98.17,61.1,86.02,OPTIMA,PESIMA,,OPTIMA,ACEPTABLE,ADECUADA,OPTIMA,ADECUADA,ACEPTABLE,,0.91,5400,0.16,21.4,6.89,8.14,8.73,29.2,65.85,ACEPTABLE,7,0.87
2019,2019--1,CHOCO,P. Nuqui,P27002012,Agua Estuarina,5.71910556,-77.263725,99.71,11.35,,98.1,53.52,86.12,98.13,69.54,81.09,OPTIMA,PESIMA,,OPTIMA,ACEPTABLE,ADECUADA,OPTIMA,ADECUADA,ACEPTABLE,,0.71,24000,0.19,27.5,6.8,8.13,13.5,42.1,59.07,ACEPTABLE,7,0.87
2019,2019--1,CHOCO,P. Tribugá,P27002014,Agua Marina,5.765528000000001,-77.258667,25,59.12,,98.7,,92.43,86.93,94.87,56.52,INADECUADA,ACEPTABLE,,OPTIMA,,OPTIMA,ADECUADA,ACEPTABLE,OPTIMA,,7.34,170,0.13,-1,7.24,8.22,5.95,51.7,79.46,ADECUADA,6,0.78
2019,2019--1,CORDOBA,C. Bahia Cispata,C23001002,Agua Estuarina,9.406963000000001,-75.79939300000001,82.59,,,,,94.33,96.62,,87.03,ADECUADA,,,,,OPTIMA,OPTIMA,ADECUADA,,,5.94,-1,-1,-1,7.35,7.93,-1,26.7,-1,NO REPORTADO,4,0.52
2019,2019--2,CORDOBA,C. Bahia Cispata,C23001002,Agua Estuarina,9.406963000000001,-75.79939300000001,72.12,95.91,,,,69.02,96.37,58.22,94.7,ADECUADA,OPTIMA,,,,ACEPTABLE,OPTIMA,OPTIMA,ACEPTABLE,,9.77,33,-1,-1,5.77,7.91,7.05,8.88,79.35,ADECUADA,6,0.78
2019,2019--1,CORDOBA,C. Soledad,C23001048,Agua Estuarina,9.340186,-75.849146,,95.1,,98.7,,1,98.69,54.44,86.55,,OPTIMA,,OPTIMA,,PESIMA,OPTIMA,ADECUADA,ACEPTABLE,,,49,0.13,-1,10.1,8.4,4.77,27.9,-1,NO REPORTADO,5,0.66
2019,2019--2,CORDOBA,C. Soledad,C23001048,Agua Estuarina,9.340186,-75.849146,,89.19,,,94.04,1,98.75,53.02,94.06,,ADECUADA,,,OPTIMA,PESIMA,OPTIMA,OPTIMA,ACEPTABLE,,,240,-1,3.23,10.3,8.5,3.89,10.3,32.46,INADECUADA,6,0.75
2019,2019--1,CORDOBA,F. Agrotijo,C23001049,Agua Estuarina,9.368333,-75.80975000000001,21.78,,,,,98.69,91.19,84.21,86.67,PESIMA,,,,,OPTIMA,OPTIMA,ADECUADA,ADECUADA,,81.3,,,-1,7.84,7.67,22,27.6,-1,NO REPORTADO,5,0.64
2019,2019--2,CORDOBA,F. Agrotijo,C23001049,Agua Estuarina,9.368333,-75.80975000000001,46.21,,,,,94.7,92.91,64.19,95.23,INADECUADA,,,,,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,,23.4,,,-1,7.38,7.73,10.5,7.72,-1,NO REPORTADO,5,0.64
2019,2019--1,CORDOBA,F. Cispata,C23001003,Agua Estuarina,9.411843,-75.781725,99.39,,,,64.81,94.08,98,51.34,89.81,OPTIMA,,,,ACEPTABLE,OPTIMA,OPTIMA,ADECUADA,ACEPTABLE,,0.8,,,19.3,7.33,8.1,2.82,20,81.9,ADECUADA,6,0.73
2019,2019--2,CORDOBA,F. Cispata,C23001003,Agua Estuarina,9.411843,-75.781725,99.96,,,,95.29,82.78,98.49,,92.28,OPTIMA,,,,OPTIMA,ADECUADA,OPTIMA,OPTIMA,,,0.64,,,7.93,6.6,8.25,-1,14.3,-1,NO REPORTADO,5,0.61
2019,2019--1,CORDOBA,F. Tinajones,C23001005,Agua Estuarina,9.467142,-75.925466,100,92.15,,,41.89,95.97,97.95,54.28,91.53,OPTIMA,OPTIMA,,,INADECUADA,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,,0.58,130,,45.3,7.49,8.09,4.67,16,80.99,ADECUADA,7,0.87
2019,2019--2,CORDOBA,F. Tinajones,C23001005,Agua Estuarina,9.467142,-75.925466,97.89,1.41,,98.2,31.37,83.96,98.34,56.66,85.27,OPTIMA,PESIMA,,OPTIMA,INADECUADA,ADECUADA,OPTIMA,ADECUADA,ACEPTABLE,,1.22,160000,0.18,95.4,6.67,8.19,6.12,31.1,38.86,INADECUADA,7,0.87
2019,2019--1,CORDOBA,Moñitos,C23002002,Agua Marina,9.246814,-76.132011,49.82,45.02,,82.2,,81.98,91.03,98.44,38.09,INADECUADA,INADECUADA,,ADECUADA,,ADECUADA,OPTIMA,INADECUADA,OPTIMA,,2.04,330,1.79,-1,6.34,8.1,2.34,89.2,68.42,ACEPTABLE,6,0.78
2019,2019--2,CORDOBA,Moñitos,C23002002,Agua Marina,9.246814,-76.132011,100,0.84,,98.89,,95.98,71.86,,70.96,OPTIMA,PESIMA,,OPTIMA,,OPTIMA,ADECUADA,ADECUADA,,,0.07,3500,0.11,-1,7.63,8.53,-1,29,-1,NO REPORTADO,5,0.66
2019,2019--1,CORDOBA,P. Bello 1,C23001054,Agua Marina,9.4206944,-75.74041659999999,,,,98.1,92.35,91.83,91.87,,81.89,,,,OPTIMA,OPTIMA,OPTIMA,OPTIMA,ADECUADA,,,,-1,0.19,5.24,7.18,8.07,-1,15.4,-1,NO REPORTADO,5,0.61
2019,2019--2,CORDOBA,P. Bello 1,C23001054,Agua Marina,9.4206944,-75.74041659999999,,100,,94.4,92.54,79.18,88.06,,88.42,,OPTIMA,,OPTIMA,OPTIMA,ADECUADA,ADECUADA,ADECUADA,,,,2,0.56,8.6,6.13,8.19,-1,8.49,89.73,ADECUADA,6,0.75
2019,2019--1,CORDOBA,P. Bello 2,C23001055,Agua Marina,9.4203888,-75.7392222,,100,,98.6,91.98,96.86,90.11,94.38,80.83,,OPTIMA,,OPTIMA,OPTIMA,OPTIMA,OPTIMA,ADECUADA,OPTIMA,,,4.5,0.14,4.78,7.74,8.13,6.39,16.6,93.41,OPTIMA,7,0.87
2019,2019--2,CORDOBA,P. Bello 2,C23001055,Agua Marina,9.4203888,-75.7392222,,23.65,,99.18,91.89,77.4,90.11,98.18,84.8,,PESIMA,,OPTIMA,OPTIMA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,,,920,0.081,9.65,6,8.13,2.64,12.2,71.99,ADECUADA,7,0.87
2019,2019--1,CORDOBA,P. Blanca,C23001014,Agua Marina,9.410063000000001,-75.763847,,100,,,51.78,82.11,91.32,95.46,70.09,,OPTIMA,,,ACEPTABLE,ADECUADA,OPTIMA,ADECUADA,OPTIMA,,,2,-1,36.4,6.35,8.09,5.41,30.2,81.88,ADECUADA,6,0.75
2019,2019--2,CORDOBA,P. Blanca,C23001014,Agua Marina,9.410063000000001,-75.763847,,67.54,,94.5,47.12,93.12,66.67,92.82,40.84,,ACEPTABLE,,OPTIMA,INADECUADA,OPTIMA,ACEPTABLE,INADECUADA,OPTIMA,,,110,0.55,39.4,7.31,8.62,7.73,83.3,70.35,ADECUADA,7,0.87
2019,2019--1,CORDOBA,P. Escondido,C23002003,Agua Marina,9.01226,-76.263998,,1,,,92.73,78.77,91.03,97.22,60.87,,PESIMA,,,OPTIMA,ADECUADA,OPTIMA,ACEPTABLE,OPTIMA,,,5400,,5.93,6.1,8.1,3.68,44.2,36.11,INADECUADA,6,0.75
2019,2019--2,CORDOBA,P. Escondido,C23002003,Agua Marina,9.01226,-76.263998,,1,,,91.92,94.16,81.76,,76.64,,PESIMA,,,OPTIMA,OPTIMA,ADECUADA,ADECUADA,,,,22000,,4.71,7.42,8.34,-1,21.6,-1,NO REPORTADO,5,0.63
2019,2019--1,CORDOBA,P. Rula,C23001052,Agua Estuarina,9.401944,-75.80886100000001,,,,,,93.02,91.19,52.69,92.06,,,,,,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,,,,,-1,7.25,7.67,3.68,14.8,-1,NO REPORTADO,4,0.52
2019,2019--2,CORDOBA,P. Rula,C23001052,Agua Estuarina,9.401944,-75.80886100000001,,,,,73.1,98.65,97.57,,93.57,,,,,ADECUADA,OPTIMA,OPTIMA,OPTIMA,,,,,,15.4,7.83,8.03,-1,11.4,-1,NO REPORTADO,4,0.49
2019,2019--1,CORDOBA,P. Venados,C23002006,Agua Marina,9.359645,-76.007908,25,,,,,82.24,90.73,,45.33,INADECUADA,,,,,ADECUADA,OPTIMA,INADECUADA,,,6.38,-1,,-1,6.36,8.11,-1,73.7,-1,NO REPORTADO,3,0.4
2019,2019--2,CORDOBA,P. Venados,C23002006,Agua Marina,9.359645,-76.007908,39.05,73.35,,,85.07,94.16,67.26,,81.44,INADECUADA,ADECUADA,,,ADECUADA,OPTIMA,ACEPTABLE,ADECUADA,,,2.76,79,,15.4,7.42,8.61,-1,15.9,-1,NO REPORTADO,5,0.63
2019,2019--1,CORDOBA,S. Bernardo,C23002001,Agua Marina,9.353776,-76.021026,25,,,,,82.89,90.73,,37.62,INADECUADA,,,,,ADECUADA,OPTIMA,INADECUADA,,,10.5,-1,-1,-1,6.41,8.11,-1,90.2,-1,NO REPORTADO,3,0.4
2019,2019--2,CORDOBA,S. Bernardo,C23002001,Agua Marina,9.353776,-76.021026,50.6,80.76,,98.5,87.76,94.06,67.84,,79.54,ACEPTABLE,ADECUADA,,OPTIMA,ADECUADA,OPTIMA,ACEPTABLE,ADECUADA,,,1.89,49,0.15,13.5,7.41,8.6,-1,18.1,84.39,ADECUADA,6,0.75
2019,2019--1,CORDOBA,Sinu - Tinajones,C23001001,Agua Estuarina,9.452488,-75.92140300000001,,77.93,,98.89,32.55,96.18,97.64,60.39,92.32,,ADECUADA,,OPTIMA,INADECUADA,OPTIMA,OPTIMA,OPTIMA,ACEPTABLE,,,780,0.11,86,7.51,8.04,8.32,14.2,75.01,ADECUADA,6,0.75
2019,2019--2,CORDOBA,Sinu - Tinajones,C23001001,Agua Estuarina,9.452488,-75.92140300000001,,6.46,,,39.05,84.96,98.37,53.46,90.16,,PESIMA,,,INADECUADA,ADECUADA,OPTIMA,OPTIMA,ACEPTABLE,,,92000,-1,53.3,6.73,8.2,4.16,19.2,45.86,INADECUADA,6,0.75
2019,2019--1,LA GUAJIRA,Cabo de la Vela,C44002019,Agua Marina,12.200647,-72.14900300000001,53.64,90.66,,,90.7,87.79,94.08,98.13,50.05,ACEPTABLE,OPTIMA,,,OPTIMA,ADECUADA,OPTIMA,ACEPTABLE,OPTIMA,,1.6,22,-1,3.7,6.81,7.97,2.69,64,83.42,ADECUADA,6,0.75
2019,2019--2,LA GUAJIRA,Cabo de la Vela,C44002019,Agua Marina,12.200647,-72.14900300000001,25,51.92,,98.8,,63.87,88.78,95.57,48.56,INADECUADA,ACEPTABLE,,OPTIMA,,ACEPTABLE,ADECUADA,INADECUADA,OPTIMA,,11.9,240,0.12,-1,5.08,8.17,5.31,67,70.62,ADECUADA,6,0.78
2019,2019--1,LA GUAJIRA,F. Camarones,C44003019,Agua Marina,11.430681,-73.093304,60.92,,,,80.07,84.66,92.38,,69.52,ACEPTABLE,,,,ADECUADA,ADECUADA,OPTIMA,ACEPTABLE,,,1.27,-1,-1,18.6,6.55,8.05,-1,31,-1,NO REPORTADO,4,0.49
2019,2019--2,LA GUAJIRA,F. Camarones,C44003019,Agua Marina,11.430681,-73.093304,48.45,93.25,,97.71,,79.86,84.03,97.69,77.13,INADECUADA,OPTIMA,,OPTIMA,,ADECUADA,ADECUADA,ADECUADA,OPTIMA,,2.31,17,0.23,-1,6.18,8.29,3.18,21,87.59,ADECUADA,6,0.78
2019,2019--1,LA GUAJIRA,F. Cañas,C44003005,Agua Marina,11.270228,-73.406333,,,,,83.4,78.23,92.86,97.96,80.48,,,,,ADECUADA,ADECUADA,OPTIMA,ADECUADA,OPTIMA,,,-1,-1,16.5,6.06,8.03,2.88,17,-1,NO REPORTADO,5,0.61
2019,2019--2,LA GUAJIRA,F. Cañas,C44003005,Agua Marina,11.270228,-73.406333,,86.02,,,86.38,84.28,86.93,93.57,86.91,,ADECUADA,,,ADECUADA,ADECUADA,ADECUADA,ADECUADA,OPTIMA,,,33,-1,14.5,6.52,8.22,7.1,10,87.14,ADECUADA,6,0.75
2019,2019--1,LA GUAJIRA,F. Jerez,C44003006,Agua Marina,11.283197,-73.32355,25,,,,91.97,79.32,92.63,,70.96,INADECUADA,,,,OPTIMA,ADECUADA,OPTIMA,ADECUADA,,,3.43,-1,-1,9.54,6.14,8.04,-1,29,-1,NO REPORTADO,4,0.49
2019,2019--2,LA GUAJIRA,F. Jerez,C44003006,Agua Marina,11.283197,-73.32355,64.65,100,,,89.83,82.37,88.42,96.68,66.08,ACEPTABLE,OPTIMA,,,ADECUADA,ADECUADA,ADECUADA,ACEPTABLE,OPTIMA,,1.15,2,-1,3.17,6.37,8.18,4.23,36,86.45,ADECUADA,6,0.75
2019,2019--1,LA GUAJIRA,F. Manaure,C44002023,Agua Marina,11.78611,-72.456598,,,,,92.84,86.49,90.43,,87.31,,,,,OPTIMA,ADECUADA,OPTIMA,ADECUADA,,,,-1,-1,6.27,6.7,8.12,-1,9.6,-1,NO REPORTADO,4,0.49
2019,2019--2,LA GUAJIRA,F. Manaure,C44002023,Agua Marina,11.78611,-72.456598,,,,,,78.91,91.03,,91.36,,,,,,ADECUADA,OPTIMA,OPTIMA,,,,-1,-1,-1,6.11,8.1,-1,5.7,-1,NO REPORTADO,3,0.4
2019,2019--1,LA GUAJIRA,F. Palomino,C44003007,Agua Marina,11.266381,-73.568179,,,,,84.16,85.4,92.38,,84.06,,,,,ADECUADA,ADECUADA,OPTIMA,ADECUADA,,,,-1,-1,16,6.61,8.05,-1,13,-1,NO REPORTADO,4,0.49
2019,2019--2,LA GUAJIRA,F. Palomino,C44003007,Agua Marina,11.266381,-73.568179,,85.65,,,83.24,84.53,88.06,87.13,90.92,,ADECUADA,,,ADECUADA,ADECUADA,ADECUADA,OPTIMA,ADECUADA,,,34,-1,16.6,6.54,8.19,12.1,6.1,86.55,ADECUADA,6,0.75
2019,2019--1,LA GUAJIRA,F. Rancheria,C44003008,Agua Marina,11.55796,-72.90604,,,,93.9,35.27,81.85,89.46,,78.78,,,,OPTIMA,INADECUADA,ADECUADA,ADECUADA,ADECUADA,,,,-1,0.61,46.7,6.33,8.15,-1,19,-1,NO REPORTADO,5,0.61
2019,2019--2,LA GUAJIRA,F. Rancheria,C44003008,Agua Marina,11.55796,-72.90604,,86.02,,,1,81.33,87.32,71.28,75.52,,ADECUADA,,,PESIMA,ADECUADA,ADECUADA,ADECUADA,ADECUADA,,,33,-1,260,6.29,8.21,22.5,23,47.44,INADECUADA,6,0.75
2019,2019--1,LA GUAJIRA,Manaure - Salina,C44002020,Agua Marina,11.78947,-72.44148,,100,,,92.86,86.85,90.43,,84.99,,OPTIMA,,,OPTIMA,ADECUADA,OPTIMA,ADECUADA,,,,2,-1,6.35,6.73,8.12,-1,12,-1,NO REPORTADO,5,0.63
2019,2019--2,LA GUAJIRA,Manaure - Salina,C44002020,Agua Marina,11.78947,-72.44148,,,,,,80.4,89.79,,92.95,,,,,,ADECUADA,ADECUADA,OPTIMA,,,,-1,-1,-1,6.22,8.14,-1,4.3,-1,NO REPORTADO,3,0.4
2019,2019--1,LA GUAJIRA,Muelle Riohacha,C44003009,Agua Marina,11.55835,-72.911407,,73.57,,98.99,,82.63,93.51,,53.65,,ADECUADA,,OPTIMA,,ADECUADA,OPTIMA,ACEPTABLE,,,,78,0.1,-1,6.39,8,-1,57,-1,NO REPORTADO,5,0.66
2019,2019--2,LA GUAJIRA,Muelle Riohacha,C44003009,Agua Marina,11.55835,-72.911407,,100,,,21.16,79.32,86.54,,77.13,,OPTIMA,,,PESIMA,ADECUADA,ADECUADA,ADECUADA,,,,2,-1,54.3,6.14,8.23,-1,21,-1,NO REPORTADO,5,0.63
2019,2019--1,LA GUAJIRA,P. Brisa,C44003029,Agua Marina,11.2706,-73.3815,,,,,92.51,83.14,92.38,,,,,,,OPTIMA,ADECUADA,OPTIMA,,,,,,-1,5.48,6.43,8.05,-1,,-1,NO REPORTADO,3,0.37
2019,2019--2,LA GUAJIRA,P. Brisa,C44003029,Agua Marina,11.2706,-73.3815,,,,,,81.19,89.12,94.76,,,,,,,ADECUADA,ADECUADA,,OPTIMA,,,,-1,-1,6.28,8.16,6.05,,-1,NO REPORTADO,3,0.4
2019,2019--1,LA GUAJIRA,P. Cabo de la Vela,C44002021,Agua Marina,12.20684167,-72.17661389,,43.73,,94,44.76,100,90.43,96.72,29.41,,INADECUADA,,OPTIMA,INADECUADA,OPTIMA,OPTIMA,INADECUADA,OPTIMA,,,350,0.6,40.9,8.37,8.12,4.19,107,66.23,ACEPTABLE,7,0.87
2019,2019--2,LA GUAJIRA,P. Cabo de la Vela,C44002021,Agua Marina,12.20684167,-72.17661389,,86.02,,79.63,,71.09,84.9,93.99,61,,ADECUADA,,ADECUADA,,ADECUADA,ADECUADA,ACEPTABLE,OPTIMA,,,33,2.06,-1,5.56,8.27,6.74,44,78.44,ADECUADA,6,0.78
2019,2019--1,LA GUAJIRA,P. Camarones,C44003018,Agua Marina,11.42906,-73.09244199999999,,,,99.19,58.58,83.65,92.63,,74.73,,,,OPTIMA,ACEPTABLE,ADECUADA,OPTIMA,ADECUADA,,,,-1,0.08,32,6.47,8.04,-1,24,-1,NO REPORTADO,5,0.61
2019,2019--2,LA GUAJIRA,P. Camarones,C44003018,Agua Marina,11.42906,-73.09244199999999,,73.35,,,,79.72,85.32,97.75,50.05,,ADECUADA,,,,ADECUADA,ADECUADA,ACEPTABLE,OPTIMA,,,79,-1,-1,6.17,8.26,3.11,64,-1,NO REPORTADO,5,0.66
2019,2019--1,LA GUAJIRA,P. Dibulla,C44003017,Agua Marina,11.274657,-73.314316,,,,,92.89,83.27,92.38,,47.1,,,,,OPTIMA,ADECUADA,OPTIMA,INADECUADA,,,,-1,,7.57,6.44,8.05,-1,70,-1,NO REPORTADO,4,0.49
2019,2019--2,LA GUAJIRA,P. Dibulla,C44003017,Agua Marina,11.274657,-73.314316,,85.65,,,53.94,81.59,89.12,79.15,81.36,,ADECUADA,,,ACEPTABLE,ADECUADA,ADECUADA,ADECUADA,ADECUADA,,,34,,35,6.31,8.16,17.5,16,79.04,ADECUADA,6,0.75
